District_Name,Season,Crop,N kg/ha,P  kg/ha,K  kg/ha,ph,Humidity_Min,Humidity_Max,Humidity_around,Rainfall,Temp_around,Area,Production
ADILABAD,Rabi       ,Linseed,149.4295026,150.0010648,74.55241048,5.062847277,79.2,93.8,86.5,426.6,26.66876569,102,16
ADILABAD,Rabi       ,Linseed,149.1252084,150.3165203,73.83071505,6.559494734,74.4,97.3,85.85,391,23.27184675,133,17
ADILABAD,Rabi       ,Linseed,148.0825288,149.6043282,74.53780515,6.272779824,40.9,87.7,64.3,1152.2,20.25348329,118,58
MEDAK,Rabi       ,Linseed,149.3800832,150.0126185,74.67211031,6.327933045,18.3,67.6,42.95,895.6,24.99610983,1034,85
MEDAK,Rabi       ,Linseed,150.2162526,149.1715036,73.93465949,6.23635154,23.1,55.4,39.25,429.2,28.69952632,1106,292
MEDAK,Rabi       ,Linseed,150.4006421,150.8651483,73.89028406,6.586643275,46,71.5,58.75,350.6,26.19140873,1000,115
MEDAK,Rabi       ,Linseed,150.6727446,148.122086,73.84481378,5.224776425,74,91.5,82.75,613.4,18.13570067,754,229
MEDAK,Rabi       ,Linseed,150.5457163,150.7661201,73.9083662,5.230040563,17.4,68,42.7,482.6,35.28686637,586,98
MEDAK,Rabi       ,Linseed,148.2271772,148.3333389,74.58819168,6.265995088,16.7,44.2,30.45,723.2,19.51243343,684,116
MEDAK,Rabi       ,Linseed,148.8019017,150.1788024,74.36080117,5.94019701,19.5,62.7,41.1,298.9,26.44356757,707,264
MEDAK,Rabi       ,Linseed,148.3535873,150.0489726,73.09266155,6.038404681,30.1,71.3,50.7,679,24.33197321,637,175
MEDAK,Rabi       ,Linseed,148.314579,149.7580852,74.92421422,5.43327548,82.8,98.1,90.45,1069.8,26.28153253,357,134
MEDAK,Rabi       ,Linseed,149.0653404,150.06929,73.15489803,6.994335526,31.8,94,62.9,1074,17.39045858,571,84
MEDAK,Rabi       ,Linseed,150.3222386,148.7165748,75.42632166,5.808731048,22.6,80.8,51.7,973.8,17.95840795,545,141
MEDAK,Rabi       ,Linseed,149.9411048,149.6171664,75.08562102,5.344508413,20.4,57.9,39.15,947.6,15.1447387,383,82
MEDAK,Rabi       ,Linseed,148.0309172,149.621206,75.22837167,5.860846526,22,59.4,40.7,571.2,19.98365158,111,54
MEDAK,Whole Year ,Linseed,149.7316331,149.2335129,74.86552322,5.090123115,52,98.6,75.3,520.6,33.95284953,45,18
NIZAMABAD,Rabi       ,Linseed,148.3126695,148.7332911,75.46876569,5.134763669,63.4,86.9,75.15,138.4,29.89083238,91,5
NIZAMABAD,Rabi       ,Linseed,148.1267253,148.8545398,75.17036844,6.605437056,58.8,99.6,79.2,638.2,30.85930521,52,10
NIZAMABAD,Rabi       ,Linseed,149.7542364,148.6877284,75.1742969,5.305860411,26.3,79.1,52.7,621.2,15.31214268,74,18
NIZAMABAD,Rabi       ,Linseed,150.0143858,148.7656075,73.32864128,5.809762964,16.8,69.2,43,615,35.9686856,35,11
RANGAREDDI,Rabi       ,Linseed,150.7072367,149.5632278,75.43725772,6.313691716,28.6,81,54.8,1311.8,23.34407128,330,20
RANGAREDDI,Rabi       ,Linseed,150.6514863,148.9174821,73.83426244,6.354327685,30.2,83.3,56.75,1007.6,32.7883393,137,27
RANGAREDDI,Rabi       ,Linseed,149.5973864,150.5719516,73.62193207,5.039777319,18.1,43.2,30.65,897.2,19.66865597,134,32
RANGAREDDI,Rabi       ,Linseed,150.2623715,149.2997656,74.30605624,7.081023283,81.2,99.9,90.55,781.5,27.59393007,291,89
RANGAREDDI,Rabi       ,Linseed,149.077845,148.3668264,74.45499681,5.396714575,60.4,94.7,77.55,1403.6,35.52649557,53,14
RANGAREDDI,Rabi       ,Linseed,150.0910997,150.7231786,73.5372923,5.407041738,23.5,85.8,54.65,1459.6,31.16154017,94,10
RANGAREDDI,Rabi       ,Linseed,148.4376061,149.1198382,74.05020039,5.468959165,24.9,70.4,47.65,616,29.04318865,45,17
RANGAREDDI,Rabi       ,Linseed,148.4737369,150.2578726,75.1952662,6.157328117,12.5,77.4,44.95,396.4,20.13701874,45,12
RANGAREDDI,Rabi       ,Linseed,148.6522416,150.9897825,73.69013401,5.996011221,69.6,99.9,84.75,773.6,17.83922271,21,8
RANGAREDDI,Rabi       ,Linseed,148.0507412,150.8606693,73.45513161,5.698640353,90.6,99.9,95.25,500,37.680633,2,
ADILABAD,Kharif     ,Maize,58.87607096,28.10307298,29.34138435,6.415179635,28.4,52.4,40.4,727.8,19.92662444,23900,63000
ADILABAD,Rabi       ,Maize,58.08817116,29.01228873,30.45872867,5.905453275,27.4,42.6,35,864.8,21.2259318,4600,13700
ADILABAD,Kharif     ,Maize,60.17938377,29.73626051,29.60700194,6.183554001,13.6,37,25.3,1104,23.42337741,24900,59500
ADILABAD,Rabi       ,Maize,58.80681136,29.67858428,29.26369862,6.119625877,29.3,86.5,57.9,642.6,20.27233,4400,18400
ADILABAD,Kharif     ,Maize,59.7883157,29.19758051,30.65133982,6.1723915,18.7,40.6,29.65,718,23.50156411,25763,65721
ADILABAD,Rabi       ,Maize,59.48733649,28.23313991,29.0235428,6.18520962,18.4,47.3,32.85,628.4,21.15858605,4761,18306
ADILABAD,Kharif     ,Maize,59.49399615,29.31190764,29.93881141,6.177791547,10.3,72.7,41.5,1365.2,20.78245836,25795,73928
ADILABAD,Rabi       ,Maize,59.68838516,29.96320529,30.8149527,6.112604599,14.6,34.8,24.7,227.2,19.06034383,4703,21601
ADILABAD,Kharif     ,Maize,58.85456968,29.17773358,29.23120806,6.064602197,22.2,45,33.6,534,21.54936479,22470,85498
ADILABAD,Rabi       ,Maize,59.77515676,30.10925353,29.26768124,6.198414327,45.2,70.4,57.8,358.6,19.14643896,5243,23798
ADILABAD,Kharif     ,Maize,59.9510775,30.48499368,29.67041232,6.296137183,56.5,90.4,73.45,773.6,20.71900256,23626,49993
ADILABAD,Rabi       ,Maize,58.45994689,29.6107669,30.3157968,6.005576978,84.7,89.2,86.95,951.4,19.58402614,4679,18884
ADILABAD,Kharif     ,Maize,59.80396905,29.63110639,30.45068555,6.345773037,75.1,91.7,83.4,475,22.8671759,24496,97984
ADILABAD,Rabi       ,Maize,60.06127485,30.25440917,29.07937227,6.272337706,53.6,89.4,71.5,406.6,20.33989567,5963,26255
ADILABAD,Kharif     ,Maize,59.98106469,29.04577896,29.78040366,6.339427192,21.3,69.1,45.2,290.2,18.31636703,20919,62150
ADILABAD,Rabi       ,Maize,58.5287099,30.15249837,30.46921874,6.08878882,13.9,57.7,35.8,512,18.74474156,5598,12332
ADILABAD,Kharif     ,Maize,60.28446135,29.00759478,28.93726183,6.364558796,15.4,51.9,33.65,504.2,18.47383244,20852,74233
ADILABAD,Rabi       ,Maize,59.89805698,28.70793931,30.04909642,6.538796261,7.9,96.9,52.4,586.8,19.58115672,6301,17939
ADILABAD,Kharif     ,Maize,59.69899659,29.250939,28.78879056,6.066092606,31.3,62.2,46.75,490.1,20.39492501,19286,58437
ADILABAD,Rabi       ,Maize,58.05530033,30.1821525,29.93204688,6.123706669,14.2,53.8,34,676,22.3962951,5771,19575
ADILABAD,Kharif     ,Maize,58.71995776,28.04310045,28.93274878,6.460805155,18.9,53,35.95,317.2,20.12220806,18000,61000
ADILABAD,Rabi       ,Maize,58.41385388,30.19779543,30.84574756,6.469443109,23.6,55,39.3,357,21.74777784,6000,15000
ADILABAD,Kharif     ,Maize,59.51447026,29.29261282,29.10494558,6.236602192,79.2,98.3,88.75,236,20.12499466,17574,83107
ADILABAD,Rabi       ,Maize,58.17608548,28.49272972,29.40151401,6.306135057,63.5,86.8,75.15,425,20.86760927,15049,54372
ADILABAD,Kharif     ,Maize,59.57097892,29.30802874,29.09641024,6.291059228,93.8,99.9,96.85,591,21.28723379,13766,52531
ADILABAD,Rabi       ,Maize,60.10304258,28.90973756,30.69951732,6.590178607,80.3,98.3,89.3,478.6,19.71730747,4133,15937
ADILABAD,Kharif     ,Maize,60.22882396,28.81476355,29.05989009,6.106205716,84.5,98.3,91.4,958,23.31423716,13638,57375
ADILABAD,Rabi       ,Maize,59.98306054,30.4246495,29.34111982,6.010875809,74.4,97.3,85.85,424.4,23.1775366,6725,22462
ADILABAD,Kharif     ,Maize,58.82564927,28.3200847,29.34004737,5.933317577,77.9,97.3,87.6,410.8,23.44751222,13118,28059
ADILABAD,Rabi       ,Maize,59.20371769,29.73213321,30.15322028,6.518674168,23.7,67.8,45.75,1049,18.05384723,4929,24344
ADILABAD,Kharif     ,Maize,60.38233981,28.88106219,30.74355688,6.354996546,22.9,62.5,42.7,411,20.76011629,9947,34009
ADILABAD,Rabi       ,Maize,58.70533534,28.17053832,30.29141463,6.282916285,46.2,85.7,65.95,1093.3,19.14601785,12874,52050
ADILABAD,Kharif     ,Maize,58.06745921,30.33868841,29.99695264,6.172985546,14.1,50.6,32.35,1063.2,23.73928006,9764,25601
ADILABAD,Rabi       ,Maize,59.02048763,28.8177396,29.79927823,6.335432069,9.5,37.1,23.3,1050.8,20.56773164,13614,43156
KARIMNAGAR,Kharif     ,Maize,59.97808381,28.82889247,29.39432119,6.127340454,6.7,54.5,30.6,732.6,19.17617374,62500,189600
KARIMNAGAR,Rabi       ,Maize,58.32628048,29.12825911,30.73498242,6.313501147,13.8,30.1,21.95,1345,23.68541982,30900,100300
KARIMNAGAR,Kharif     ,Maize,60.34383949,29.41455482,28.56560827,6.122856501,11,31.9,21.45,1144.6,21.25808854,61000,210400
KARIMNAGAR,Rabi       ,Maize,59.65880516,29.99985057,29.97583108,6.494251951,26.9,62.5,44.7,461,22.95506554,35500,159000
KARIMNAGAR,Kharif     ,Maize,60.15794947,28.10862264,29.438968,6.107041603,45.6,66.7,56.15,802,22.89288304,69959,281515
KARIMNAGAR,Rabi       ,Maize,58.50352525,30.33855737,30.52104025,5.931210087,45.3,88.6,66.95,655,18.68941502,33422,136429
KARIMNAGAR,Kharif     ,Maize,58.69249542,28.98647598,30.40090138,6.142668757,84.2,92.6,88.4,921.8,21.23793448,80327,257689
KARIMNAGAR,Rabi       ,Maize,60.18898128,29.50680996,28.80668232,6.243951188,56.2,98.6,77.4,875,22.63709775,33249,167741
KARIMNAGAR,Kharif     ,Maize,58.35630694,30.42036048,29.21591058,6.475903902,76.8,97.6,87.2,1320.2,18.6161715,57645,202910
KARIMNAGAR,Rabi       ,Maize,58.31296211,28.43535728,28.85091102,6.533983285,53.6,78.6,66.1,750,23.93379603,31797,150940
KARIMNAGAR,Kharif     ,Maize,58.74076402,28.78341416,30.60279956,6.375185927,51.8,98.3,75.05,992.6,19.73718464,74184,228264
KARIMNAGAR,Rabi       ,Maize,58.67641827,28.13131749,28.93194422,6.330328025,23.4,74.6,49,873.8,18.2970955,31572,139359
KARIMNAGAR,Kharif     ,Maize,59.2384272,28.78342054,28.88807813,6.080363826,21.4,41.9,31.65,518.4,18.62841067,116523,450711
KARIMNAGAR,Rabi       ,Maize,59.65604443,29.0553848,30.90682311,6.154826834,12.1,36,24.05,458.4,20.67105292,46262,218125
KARIMNAGAR,Kharif     ,Maize,60.01020672,28.34446419,28.53468197,6.039903254,20.4,60.6,40.5,1215.8,19.88911633,94970,216057
KARIMNAGAR,Rabi       ,Maize,59.37222211,30.19783121,30.0593993,6.59566739,15.8,23,19.4,1510.4,19.61885845,30904,109029
KARIMNAGAR,Kharif     ,Maize,58.40317198,30.27257332,30.85264255,6.310589891,24.7,99.9,62.3,1139,23.57852564,134439,526463
KARIMNAGAR,Rabi       ,Maize,59.4236547,29.30404738,29.37960628,6.035695495,23.6,70.4,47,990.4,20.80124882,40868,203277
KARIMNAGAR,Kharif     ,Maize,58.90845216,28.57433541,29.65455656,5.920795939,30.1,64.4,47.25,1188.6,19.36449756,95318,313024
KARIMNAGAR,Rabi       ,Maize,60.43085711,28.29183335,28.69192214,6.155517294,53.3,92.2,72.75,578.6,18.83841305,44854,215568
KARIMNAGAR,Kharif     ,Maize,59.16991906,28.09115919,29.63096467,6.17758563,67.9,84,75.95,917.8,18.53679851,90000,524000
KARIMNAGAR,Rabi       ,Maize,60.13215199,29.29644405,30.18533684,6.594779876,67.5,82,74.75,874.3,20.01452962,65000,377000
KARIMNAGAR,Kharif     ,Maize,59.10671518,30.47133839,30.26661598,6.474214857,60.9,88.9,74.9,836.8,18.69528207,75779,334716
KARIMNAGAR,Rabi       ,Maize,60.10261718,28.03621587,29.7760341,6.422554438,71.2,100,85.6,834.4,22.72900782,60551,294944
KARIMNAGAR,Kharif     ,Maize,59.6227945,28.73217704,29.46275092,6.357460286,74.2,97.4,85.8,521.2,22.92770239,60308,153725
KARIMNAGAR,Rabi       ,Maize,58.59472344,28.75018077,30.69654179,6.518702912,51.2,86.5,68.85,415.6,20.85983573,40275,191226
KARIMNAGAR,Kharif     ,Maize,60.43407199,29.74378575,30.07203657,6.45053812,23.2,68.4,45.8,957.2,21.14798436,57065,265809
KARIMNAGAR,Rabi       ,Maize,59.39589641,28.30544937,30.62444058,6.309007118,20,65.7,42.85,554.8,18.41731962,34092,170051
KARIMNAGAR,Kharif     ,Maize,59.56988536,29.31526862,29.47999573,6.138838579,28.8,74.8,51.8,1040.6,18.11586729,53120,168497
KARIMNAGAR,Rabi       ,Maize,58.15375777,28.06118667,28.68040224,6.452260651,26.2,76.7,51.45,599.6,22.56109965,44181,197047
KARIMNAGAR,Kharif     ,Maize,58.27170489,29.20776101,30.51247045,6.185191714,29.1,73.4,51.25,989.2,19.23383321,62879,322506
KARIMNAGAR,Rabi       ,Maize,58.1883428,29.62840029,29.71340676,6.493484745,11.1,78,44.55,1385.2,21.00227144,51457,302104
KARIMNAGAR,Kharif     ,Maize,59.20576869,29.99971372,28.66217766,6.160083678,15.6,52.9,34.25,432.6,18.97616367,53598,245318
KARIMNAGAR,Rabi       ,Maize,59.37779685,28.85866656,28.67391835,6.03487833,14.6,62,38.3,479.2,20.19743677,54493,296987
KHAMMAM,Kharif     ,Maize,59.56532307,28.03173665,29.10897193,6.280215909,36.1,85.7,60.9,949.2,23.52253764,21500,65600
KHAMMAM,Rabi       ,Maize,60.1980115,29.37107744,28.87774925,5.943381406,49.3,91.2,70.25,1365.2,22.67363618,2800,8500
KHAMMAM,Kharif     ,Maize,58.54987154,29.00961928,29.44238084,6.048243714,59.1,98.3,78.7,1145,23.47509325,16200,37600
KHAMMAM,Rabi       ,Maize,60.06644491,28.92899812,29.05053136,6.104607379,62.6,98.3,80.45,396.4,19.19470113,2300,9500
KHAMMAM,Kharif     ,Maize,59.35149978,28.46595667,30.4269706,5.951264559,83,98.3,90.65,483.2,19.78999856,17656,69406
KHAMMAM,Rabi       ,Maize,59.35711067,30.07219483,29.02879807,6.260026675,78.2,98.3,88.25,365.6,18.60174419,2100,8075
KHAMMAM,Kharif     ,Maize,60.34230339,30.13179927,29.43909322,6.11311915,76.9,99.9,88.4,849,22.01889224,18985,56575
KHAMMAM,Rabi       ,Maize,59.94178259,28.51093563,29.36737705,6.50973474,83.7,99.9,91.8,655.4,21.624122,2074,9526
KHAMMAM,Kharif     ,Maize,59.48866856,30.39043269,29.4269726,6.023869295,68,96.9,82.45,913.6,20.49476591,12246,40779
KHAMMAM,Rabi       ,Maize,59.81193828,30.45142,28.87640596,6.289038451,42.3,98.2,70.25,229.8,18.26678108,3957,9065
KHAMMAM,Kharif     ,Maize,59.9116117,29.61609444,30.43048939,6.216185762,44.5,98.6,71.55,475,18.7891293,17923,17081
KHAMMAM,Rabi       ,Maize,58.52205645,30.20945241,29.93572174,6.455966047,64.6,96.9,80.75,787,23.76456052,4033,15761
KHAMMAM,Kharif     ,Maize,60.3251793,29.82570745,29.94504138,6.203038873,33.1,84.3,58.7,429.2,18.9826619,20138,88204
KHAMMAM,Rabi       ,Maize,59.4960943,30.4257708,29.59870386,6.174134573,50.8,91.7,71.25,138.4,19.56915876,5430,25434
KHAMMAM,Kharif     ,Maize,59.97808733,29.08009463,28.96068565,6.022772231,40.4,96,68.2,741.6,20.1963693,17588,46045
KHAMMAM,Rabi       ,Maize,58.00422841,29.32015435,29.73627098,6.570184409,44.9,86.3,65.6,632.6,19.86706204,5723,25994
KHAMMAM,Kharif     ,Maize,59.29092931,30.23828179,30.7127951,6.539391667,40,62.6,51.3,490.1,23.2839126,24433,68803
KHAMMAM,Rabi       ,Maize,59.85602437,28.43340936,28.85747317,6.102994502,55.8,85.4,70.6,578.8,22.90341778,8808,46039
KHAMMAM,Kharif     ,Maize,58.04173135,29.07588066,28.73030885,6.059780066,63.5,93.5,78.5,702.2,20.63913822,19177,84954
KHAMMAM,Rabi       ,Maize,60.17369592,28.72439,28.76515864,6.539973878,63.2,97.2,80.2,337,20.78214318,8311,56066
KHAMMAM,Kharif     ,Maize,59.31660307,29.41019535,28.82033023,6.088572961,70.9,91,80.95,521.6,21.37897403,16000,98000
KHAMMAM,Rabi       ,Maize,58.83681065,28.53744206,28.68125864,6.551370859,64.8,97.6,81.2,434.4,20.25530119,13000,80000
KHAMMAM,Kharif     ,Maize,60.20643685,28.95879257,29.30801263,5.903904808,55.8,97.6,76.7,554,18.27825477,17073,86884
KHAMMAM,Rabi       ,Maize,58.71046637,30.26792839,29.5873175,6.034895927,64,97.6,80.8,489.6,21.43120082,20573,159873
KHAMMAM,Kharif     ,Maize,59.74754928,29.71105803,28.88244908,5.990428674,34.8,100,67.4,674.4,23.87183322,15215,49996
KHAMMAM,Rabi       ,Maize,60.40784219,28.62653122,29.31670491,6.408721523,17.9,100,58.95,266.6,20.49630764,21774,131972
KHAMMAM,Kharif     ,Maize,60.04393753,29.62349462,30.04013186,6.119523399,33.9,100,66.95,335.3,21.77922796,13378,49057
KHAMMAM,Rabi       ,Maize,60.40753496,30.22786462,30.74550473,6.469225659,32.8,94.2,63.5,906.1,21.03457986,21679,167080
KHAMMAM,Kharif     ,Maize,58.3758021,30.18009784,29.95623984,6.462346048,33.8,91.5,62.65,804.2,22.36004626,11359,48321
KHAMMAM,Rabi       ,Maize,58.35568993,29.95732638,28.62746273,6.200490168,43,100,71.5,679,21.51072897,16043,88269
KHAMMAM,Kharif     ,Maize,59.83808071,28.77321234,30.0684644,6.007117867,23.6,84,53.8,1313,21.45539053,18361,88133
KHAMMAM,Rabi       ,Maize,59.99381777,29.86087856,28.5859914,6.255673935,12.3,75.6,43.95,1365.8,18.09013177,18883,115564
KHAMMAM,Kharif     ,Maize,58.87607096,28.10307298,29.34138435,6.415179635,28.3,93.1,60.7,854.2,19.92662444,16750,56330
KHAMMAM,Rabi       ,Maize,58.08817116,29.01228873,30.45872867,5.905453275,56.1,100,78.05,745,21.2259318,16045,104694
MAHBUBNAGAR,Kharif     ,Maize,60.17938377,29.73626051,29.60700194,6.183554001,75.5,87,81.25,1144.6,23.42337741,20000,53300
MAHBUBNAGAR,Rabi       ,Maize,58.80681136,29.67858428,29.26369862,6.119625877,61.9,99.9,80.9,1140.4,20.27233,700,2100
MAHBUBNAGAR,Kharif     ,Maize,59.7883157,29.19758051,30.65133982,6.1723915,72.4,99.9,86.15,589,23.50156411,20100,67200
MAHBUBNAGAR,Rabi       ,Maize,59.48733649,28.23313991,29.0235428,6.18520962,58.2,99.9,79.05,1122.6,21.15858605,500,2100
MAHBUBNAGAR,Kharif     ,Maize,59.49399615,29.31190764,29.93881141,6.177791547,54.6,99.9,77.25,888.2,20.78245836,34862,106225
MAHBUBNAGAR,Rabi       ,Maize,59.68838516,29.96320529,30.8149527,6.112604599,50.5,99.9,75.2,757.4,19.06034383,774,2976
MAHBUBNAGAR,Kharif     ,Maize,58.85456968,29.17773358,29.23120806,6.064602197,33.5,80.3,56.9,875,21.54936479,47991,72706
MAHBUBNAGAR,Rabi       ,Maize,59.77515676,30.10925353,29.26768124,6.198414327,43.7,85.1,64.4,552.9,19.14643896,644,2958
MAHBUBNAGAR,Kharif     ,Maize,59.9510775,30.48499368,29.67041232,6.296137183,35.2,79.8,57.5,694.4,20.71900256,39922,75572
MAHBUBNAGAR,Rabi       ,Maize,58.45994689,29.6107669,30.3157968,6.005576978,38.2,82.3,60.25,1270.8,19.58402614,866,3931
MAHBUBNAGAR,Kharif     ,Maize,59.80396905,29.63110639,30.45068555,6.345773037,33.3,95.2,64.25,978.8,22.8671759,69196,81305
MAHBUBNAGAR,Rabi       ,Maize,60.06127485,30.25440917,29.07937227,6.272337706,21.6,82,51.8,758.2,20.33989567,3183,12847
MAHBUBNAGAR,Kharif     ,Maize,59.98106469,29.04577896,29.78040366,6.339427192,29.5,73.6,51.55,782.2,18.31636703,92766,200653
MAHBUBNAGAR,Rabi       ,Maize,58.5287099,30.15249837,30.46921874,6.08878882,39.8,79.3,59.55,1075.6,18.74474156,1970,8674
MAHBUBNAGAR,Kharif     ,Maize,60.28446135,29.00759478,28.93726183,6.364558796,53.6,75.2,64.4,1016.8,18.47383244,90222,136235
MAHBUBNAGAR,Rabi       ,Maize,59.89805698,28.70793931,30.04909642,6.538796261,71.5,84.2,77.85,835.6,19.58115672,2312,7898
MAHBUBNAGAR,Kharif     ,Maize,59.69899659,29.250939,28.78879056,6.066092606,62.9,93.1,78,407.6,20.39492501,103224,346833
MAHBUBNAGAR,Rabi       ,Maize,58.05530033,30.1821525,29.93204688,6.123706669,53.8,94.6,74.2,1105.8,22.3962951,1832,8684
MAHBUBNAGAR,Kharif     ,Maize,58.71995776,28.04310045,28.93274878,6.460805155,23.5,78.8,51.15,919,20.12220806,130209,190366
MAHBUBNAGAR,Rabi       ,Maize,58.41385388,30.19779543,30.84574756,6.469443109,22.7,79.8,51.25,1162.4,21.74777784,3473,16820
MAHBUBNAGAR,Kharif     ,Maize,59.51447026,29.29261282,29.10494558,6.236602192,17.5,62,39.75,878.2,20.12499466,120000,458000
MAHBUBNAGAR,Rabi       ,Maize,58.17608548,28.49272972,29.40151401,6.306135057,8.2,62.5,35.35,358,20.86760927,3000,17000
MAHBUBNAGAR,Kharif     ,Maize,59.57097892,29.30802874,29.09641024,6.291059228,17.7,62,39.85,718.4,21.28723379,122718,185672
MAHBUBNAGAR,Rabi       ,Maize,60.10304258,28.90973756,30.69951732,6.590178607,20.1,85.6,52.85,1057.8,19.71730747,3242,17345
MAHBUBNAGAR,Kharif     ,Maize,60.22882396,28.81476355,29.05989009,6.106205716,18.1,75.2,46.65,1527.6,23.31423716,126781,124119
MAHBUBNAGAR,Rabi       ,Maize,59.98306054,30.4246495,29.34111982,6.010875809,25.2,53.4,39.3,696.2,23.1775366,3298,15639
MAHBUBNAGAR,Kharif     ,Maize,58.82564927,28.3200847,29.34004737,5.933317577,36,85.9,60.95,808.2,23.44751222,84726,266124
MAHBUBNAGAR,Rabi       ,Maize,59.20371769,29.73213321,30.15322028,6.518674168,31,60.4,45.7,1104,18.05384723,3535,18718
MAHBUBNAGAR,Kharif     ,Maize,60.38233981,28.88106219,30.74355688,6.354996546,85.4,93.5,89.45,715.8,20.76011629,141454,191812
MAHBUBNAGAR,Rabi       ,Maize,58.70533534,28.17053832,30.29141463,6.282916285,51.1,75.9,63.5,495.6,19.14601785,4976,23935
MAHBUBNAGAR,Kharif     ,Maize,58.06745921,30.33868841,29.99695264,6.172985546,88,100,94,1216.8,23.73928006,161171,762178
MAHBUBNAGAR,Rabi       ,Maize,59.02048763,28.8177396,29.79927823,6.335432069,52,82.6,67.3,452.6,20.56773164,4496,24517
MAHBUBNAGAR,Kharif     ,Maize,59.97808381,28.82889247,29.39432119,6.127340454,42,94.8,68.4,582.8,19.17617374,176277,317122
MAHBUBNAGAR,Rabi       ,Maize,58.32628048,29.12825911,30.73498242,6.313501147,39.2,85.7,62.45,802.4,23.68541982,6216,32242
MEDAK,Kharif     ,Maize,60.34383949,29.41455482,28.56560827,6.122856501,13,50.8,31.9,921.2,21.25808854,68900,149400
MEDAK,Rabi       ,Maize,59.65880516,29.99985057,29.97583108,6.494251951,24.6,72.8,48.7,665.8,22.95506554,3200,9500
MEDAK,Kharif     ,Maize,60.15794947,28.10862264,29.438968,6.107041603,35.5,67.6,51.55,1056.9,22.89288304,77700,270700
MEDAK,Rabi       ,Maize,58.50352525,30.33855737,30.52104025,5.931210087,13.3,62.9,38.1,278.4,18.68941502,2400,10000
MEDAK,Kharif     ,Maize,58.69249542,28.98647598,30.40090138,6.142668757,12.3,48.1,30.2,391.4,21.23793448,83538,175430
MEDAK,Rabi       ,Maize,60.18898128,29.50680996,28.80668232,6.243951188,29.1,72.6,50.85,813.2,22.63709775,2635,10132
MEDAK,Kharif     ,Maize,58.35630694,30.42036048,29.21591058,6.475903902,8.8,65.7,37.25,287.2,18.6161715,100242,188756
MEDAK,Rabi       ,Maize,58.31296211,28.43535728,28.85091102,6.533983285,15,53.6,34.3,444.8,23.93379603,2223,10210
MEDAK,Kharif     ,Maize,58.74076402,28.78341416,30.60279956,6.375185927,36.5,88,62.25,212.4,19.73718464,89510,206768
MEDAK,Rabi       ,Maize,58.67641827,28.13131749,28.93194422,6.330328025,38.6,71.5,55.05,801.4,18.2970955,1887,8565
MEDAK,Kharif     ,Maize,59.2384272,28.78342054,28.88807813,6.080363826,45.5,79.9,62.7,586.8,18.62841067,86171,197762
MEDAK,Rabi       ,Maize,59.65604443,29.0553848,30.90682311,6.154826834,59.2,86.9,73.05,424.8,20.67105292,2860,11543
MEDAK,Kharif     ,Maize,60.01020672,28.34446419,28.53468197,6.039903254,23.4,71.1,47.25,676.2,19.88911633,109775,204511
MEDAK,Rabi       ,Maize,59.37222211,30.19783121,30.0593993,6.59566739,18.1,76.8,47.45,449.2,19.61885845,2598,11439
MEDAK,Kharif     ,Maize,58.40317198,30.27257332,30.85264255,6.310589891,8.7,39.6,24.15,394.6,23.57852564,111670,223117
MEDAK,Rabi       ,Maize,59.4236547,29.30404738,29.37960628,6.035695495,10.2,36.7,23.45,677,20.80124882,2188,4842
MEDAK,Kharif     ,Maize,58.90845216,28.57433541,29.65455656,5.920795939,17.8,49.2,33.5,497.4,19.36449756,118800,337511
MEDAK,Rabi       ,Maize,60.43085711,28.29183335,28.69192214,6.155517294,13.7,55.1,34.4,410.8,18.83841305,1940,5907
MEDAK,Kharif     ,Maize,59.16991906,28.09115919,29.63096467,6.17758563,43.1,77.3,60.2,804.2,18.53679851,101937,155250
MEDAK,Rabi       ,Maize,60.13215199,29.29644405,30.18533684,6.594779876,43.1,77.7,60.4,359.6,20.01452962,2321,6745
MEDAK,Kharif     ,Maize,59.10671518,30.47133839,30.26661598,6.474214857,72.1,93.1,82.6,1258.4,18.69528207,98000,418000
MEDAK,Rabi       ,Maize,60.10261718,28.03621587,29.7760341,6.422554438,45.3,75,60.15,1060,22.72900782,3000,11000
MEDAK,Kharif     ,Maize,59.6227945,28.73217704,29.46275092,6.357460286,57.1,78.9,68,849.4,22.92770239,82485,193097
MEDAK,Rabi       ,Maize,58.59472344,28.75018077,30.69654179,6.518702912,60.1,98.1,79.1,805.8,20.85983573,4519,15184
MEDAK,Kharif     ,Maize,60.43407199,29.74378575,30.07203657,6.45053812,39.1,78.6,58.85,608.8,21.14798436,105157,100635
MEDAK,Rabi       ,Maize,59.39589641,28.30544937,30.62444058,6.309007118,57.6,94.5,76.05,1139.6,18.41731962,5920,19489
MEDAK,Kharif     ,Maize,59.56988536,29.31526862,29.47999573,6.138838579,26.3,82.2,54.25,1462.4,18.11586729,94032,332403
MEDAK,Rabi       ,Maize,58.15375777,28.06118667,28.68040224,6.452260651,22.7,60.3,41.5,655,22.56109965,6100,21844
MEDAK,Kharif     ,Maize,58.27170489,29.20776101,30.51247045,6.185191714,12.9,54.2,33.55,661.8,19.23383321,104876,292289
MEDAK,Rabi       ,Maize,58.1883428,29.62840029,29.71340676,6.493484745,15.4,57.9,36.65,1072.8,21.00227144,11819,49793
